match_id,win_radiant,first_roshan_team,first_roshan_time,first_tower_team,first_tower_time,wisdom_7m_rad,wisdom_7m_dire,first_shard_team,first_shard_time,rad_power_runes_10m
8748183371,1,0,1395,1,698,0,0,0,1210,6
8748176080,1,0,1559,1,414,0,0,1,1162,8
8748115138,1,-1,0,1,694,0,0,-1,2400,6
8748105023,1,0,1916,1,558,0,0,1,1459,8
8748097177,1,0,1108,1,462,0,0,1,969,8
8748080084,1,1,1184,1,532,0,0,0,1001,9
8748032480,0,0,2341,1,797,0,0,-1,2400,8
8748020535,1,-1,0,1,421,0,0,0,1131,7
8748017712,1,0,1286,1,769,0,0,1,1563,11
8748008577,1,0,998,1,639,0,0,0,912,9
8747972285,0,-1,0,1,680,0,0,1,1335,3
8747893642,1,0,1161,1,652,0,0,0,1166,6
8747822091,0,1,1166,1,701,0,0,0,949,6
8747789593,0,1,1893,1,519,0,0,1,927,9
8747660830,0,0,1106,1,825,0,0,0,1215,7
8747634932,1,0,1087,1,405,0,0,0,970,6
8747525830,0,1,2009,1,685,0,0,1,1489,3
8747486863,1,0,1017,1,435,0,0,1,1258,7
8747430390,1,1,1675,1,661,0,0,0,1094,6
8747354565,1,1,1276,1,603,0,0,0,1166,5
8747345967,0,0,1387,1,526,0,0,1,1310,6
8747301386,1,-1,0,1,639,0,0,1,979,4
8747254451,1,0,1338,1,703,0,0,0,1436,5
8747241875,0,0,1492,1,674,0,0,0,1126,5
8747195737,1,0,1649,1,871,0,0,1,900,9
8747179150,1,0,1809,1,647,0,0,1,1173,3
8747149373,0,-1,0,1,756,0,0,0,910,6
8747105300,1,0,1552,1,603,0,0,0,1065,6
8747087851,1,0,1493,1,579,0,0,1,1007,4
8747069956,1,0,1261,1,720,0,0,1,924,7
8747049674,1,0,1170,1,654,0,0,1,1066,6
8747027812,0,-1,0,1,663,0,0,0,1204,6
8747007006,1,-1,0,1,614,0,0,1,915,9
8746994454,0,-1,0,1,727,0,0,0,976,5
8746964633,1,0,1464,1,849,0,0,0,900,8
8746932153,1,0,1633,1,753,0,0,1,900,6
8746835631,1,0,1620,1,738,0,0,1,1270,7
8746809299,1,0,1684,1,665,0,0,1,960,8
8746784326,1,-1,0,1,603,0,0,0,1474,8
8746757013,1,0,1910,1,825,0,0,1,1046,2
8746733146,0,1,1560,1,702,0,0,0,908,6
8746708010,1,-1,0,1,559,0,0,0,930,6
8746677034,0,1,1494,1,482,0,0,0,900,4
8746649774,1,0,1163,1,599,0,0,0,909,11
8746634226,1,0,1787,1,687,0,0,1,977,6
8746592208,0,-1,0,1,765,0,0,1,1105,6
8746589986,1,0,1765,1,687,0,0,1,903,8
8746557862,1,1,1708,1,697,0,0,1,1059,8
8746541961,1,0,1626,1,596,0,0,1,905,5
8746511263,1,0,1619,1,657,0,0,1,1188,6
8746490111,0,0,1549,1,719,0,0,1,937,5
8746446635,0,0,1166,1,611,0,0,0,948,10
8746404665,0,1,1695,1,671,0,0,1,999,8
8746401916,1,1,1437,1,524,0,0,0,1012,7
8746313247,0,0,995,1,429,0,0,0,1020,6
8746310653,0,1,1778,1,644,0,0,1,991,6
8746308850,0,1,1094,1,620,0,0,1,1024,5
8746231075,1,-1,0,1,444,0,0,1,918,11
